hgnc_symbol	TCGA.A7.A13D.01A.13R.A12P.07	TCGA.E9.A1RH.11A.34R.A169.07
SERPINI2	0.0528	0.0153
PDCD10	34.0202	21.628
LRRC31	0.016	0.0138
WNT5A	8.9844	6.4302
PFKFB4	29.2493	0.8077
COL7A1	8.3422	0.6253
FGF12	0.753	1.5237
PRKAR2A	56.3709	34.5114
HES1	49.9923	24.1038
USP4	21.9518	27.9112
ACAP2	13.7734	19.6848
ECT2	38.3175	4.6739
GNAT1	0.038	0.011
GNAI2	85.6408	120.505
TFG	43.6884	14.1802
USP9Y	0.0027	0
HYAL1	0.841	8.1068
TUSC2	25.9232	22.4985
NPRL2	14.1117	9.4604
RPL24	460.3599	416.2299
CYB561D2	21.8907	11.3003
C3orf14	8.892	3.5302
FXR1	31.5953	30.7628
CBLB	10.3459	9.0636
BBX	16.5311	20.1282
IFT57	24.4324	21.7478
GNB4	17.5431	11.1387
HHLA2	0.055	0.0119
IQCG	12.0062	5.0639
GBE1	32.7093	111.8057
MORC1	0	0.0346
UMPS	20.7565	7.7242
NCBP2	46.4395	37.5801
SNX4	52.3643	34.2414
C3orf52	4.6655	1.0348
FRMD4B	4.5481	6.4241
SLC41A3	23.6984	18.5552
ROPN1B	18.7355	0.9122
PLXNA1	56.3374	15.7357
ATP6V1A	54.3329	42.4234
ABTB1	5.5043	18.6012
PODXL2	154.4347	7.8581
UPK1B	0.1327	0
CSPG5	2.148	1.3079
KLHL18	8.4619	5.9844
SCAP	38.9847	28.4332
EFCC1	0.5422	2.6152
NEK11	3.7643	5.4299
MRPL3	133.9915	45.2135
PLSCR4	4.835	79.1444
HEMK1	2.1779	2.3592
CISH	6.4442	29.4052
MAPKAPK3	20.2385	20.4575
ACVR2B	1.8745	2.8929
WDR48	14.2949	21.7648
COMMD2	27.5622	16.3
GORASP1	18.312	19.2
PEX5L	0.1365	0.2832
RRP9	82.8353	16.9765
ABCC5	10.4971	5.6499
AADAC	0.0306	21.0513
ABHD14B	28.3493	116.954
EIF1B	28.9758	56.4171
ARHGEF26	6.3523	12.0875
KLHL24	14.2476	29.2679
PLCH1	13.4732	0.6391
VIPR1	0.3784	6.522
DNAH1	1.0359	3.7118
SSR3	130.8031	84.9091
ZBTB47	7.8739	18.2165
TNNC1	3.9357	0.7964
NKTR	7.8206	11.5316
CLCN2	2.0199	0.5687
FOXP1	2.6295	4.1642
EIF4G1	158.2433	78.6231
SPCS1	38.6711	35.0648
NEK4	6.1657	7.3435
SLC4A3	14.7913	2.2631
INO80D	3.6902	5.181
EEF1B2	191.2698	310.9277
ADAM23	0.4815	1.2189
DGUOK	70.5393	31.1359
MOB1A	65.0809	57.5668
KANSL3	16.9949	22.3683
LMAN2L	27.0382	33.9732
RTKN	69.9938	4.9012
TTL	8.244	6.4752
IL1A	0.1484	0.0215
CCL20	4.1006	0.0271
PIKFYVE	4.8427	17.2134
KCNIP3	3.0862	0.9878
FAHD2A	16.3447	8.3902
NCL	241.0574	129.2204
ACTR1B	59.6016	50.8219
SLC35F5	14.0361	15.5437
ZAP70	0.1077	0.5605
ACTR3	82.5825	31.4576
STEAP3	84.249	19.9463
EPB41L5	12.7813	8.4339
TFCP2L1	29.8829	2.8409
SF3B6	235.0182	94.1152
TP53I3	15.8405	11.5659
DNAJC27	2.5107	5.2778
POMC	5.3529	1.7443
STAM2	14.6093	16.9028
OTOF	0.0995	0.0539
GPD2	22.7367	16.7943
CENPA	33.2038	0.2664
CYTIP	2.8899	1.8157
ACVR1	30.9284	38.836
TANC1	14.4819	7.9692
SLC30A3	0.0692	0.06
MPV17	23.0273	18.7307
GTF3C2	47.1609	12.2123
EIF2B4	23.1348	13.4239
NRBP1	111.6723	42.3029
ITGB6	74.7007	5.1609
FNDC4	13.1887	28.4366
ITGA4	8.2706	1.8032
PSMD14	36.246	14.3402
SNX17	77.6047	88.9619
ASB3	5.0599	5.0946
PPM1G	168.9073	45.2837
PDE1A	1.1128	6.2009
REEP6	10.4461	15.9861
PCSK4	0.4079	0.7873
GCG	0	0
APC2	0.2132	0.4281
IFIH1	43.6266	12.359
RPS15	216.3376	184.6527
GCA	13.8447	7.2833
INO80B	0.2422	0.3001
MOGS	100.4589	21.2482
TTC31	11.6077	8.8953
NDUFS7	1.5057	1.3754
PCGF1	30.3549	14.7621
GRB14	6.5146	1.3182
CLIP4	22.8027	27.6375
TLX2	0	0
SPTBN1	63.4165	251.6651
AUP1	163.7096	78.6423
RTN4	119.7518	283.4897
HTRA2	20.9724	15.889
LOXL3	7.8614	4.1747
DOK1	4.9912	16.6463
GALNT3	54.1357	5.1859
POLE4	42.6356	35.4591
TACR1	0.8562	14.9603
CCDC88A	1.4112	3.0098
ACADL	0.0194	14.7058
EVA1A	35.8447	1.1665
MRPL19	19.7139	17.5553
LANCL1	24.1974	56.1988
WDR75	33.8279	16.3976
EFEMP1	255.6224	351.0347
REG1A	0	0
FANCL	16.2801	9.5615
FN1	2556.0729	141.7456
STAT1	82.1818	51.6395
GLS	134.0573	18.6181
PAPOLG	6.3907	6.236
DNAH6	0.2141	0.5059
PECR	6.9316	62.5751
UNC50	27.5655	39.5437
IGFBP2	71.2024	24.9286
ELMOD3	6.9767	49.8975
IGFBP5	267.9656	992.6003
USP34	17.1278	17.4198
EFHD1	233.4916	62.8899
KCNJ13	0	0.0357
CCT4	185.0432	86.8106
GGCX	31.2004	17.9714
NEU2	0	0
EHBP1	25.3784	38.5655
OTX1	1.7241	0.1164
TXNDC9	27.5523	15.5959
COQ10B	32.6648	26.1649
GNLY	0.2456	3.5785
SF3B1	104.7654	82.2657
ST3GAL5	0.7683	5.2029
CHST10	10.7576	4.626
PDCL3	74.2894	18.556
MOB4	15.1239	13.4865
HSPE1	40.3706	12.0812
KDM3A	30.5322	9.11
PLCD4	0.1209	0.6366
CHMP3	33.7233	46.0617
ZNF142	6.729	4.806
IL1R2	2.0923	0.2049
PRKAG3	0.3292	0.0649
SMYD1	0.1315	8.0227
IL1R1	23.0459	69.6388
WNT6	2.7575	1.1579
IL1RL2	1.9874	0.7623
IL1RL1	0.0695	0.4217
IL18R1	3.2155	2.0481
IL18RAP	0.1514	0.5835
SLC9A2	1.8908	0.3714
FHL2	40.2566	12.4531
MLPH	5.4694	12.5064
CNPPD1	71.9344	68.9378
UXS1	22.989	9.2365
ABCB6	0.3259	0.2161
STK16	16.8374	12.6103
SLC5A7	0.0193	0.1172
HDLBP	140.3512	146.2041
PPP1R7	43.2444	35.041
PASK	3.3264	1.0711
STK25	42.5373	22.7351
TPO	0.059	3.2709
PROC	0.3405	0.0347
ID2	64.0545	39.3391
TAF1B	8.7113	7.6197
HPCAL1	16.1438	9.324
ODC1	82.1101	45.2535
BIRC6	20.4549	15.8607
NOL10	36.1728	14.3817
PLEKHB2	72.596	32.3425
GORASP2	98.0197	42.7633
STRN	19.7168	11.5748
CEBPZ	43.3175	25.5032
PRKD3	27.9043	17.44
DCAF17	6.0862	5.8092
QPCT	152.0354	4.2849
RAB3GAP1	44.6989	37.5772
SLC25A12	9.4725	11.1952
RMDN2	1.1417	2.6689
DLX2	0.0504	0.0146
LCT	0.0227	0.0066
SRSF7	65.0181	50.8212
SDC1	474.5651	17.928
PLCL1	1.2164	3.5747
SLC1A4	14.7724	10.13
SOS1	30.1833	38.4261
KYNU	1.6735	0.5135
WIPF1	7.8828	23.7053
ORC2	15.6848	12.0361
COX7A2L	73.6813	43.9021
PNO1	40.4854	14.593
ORC4	9.922	7.8764
PLEK	5.4488	25.0164
RND3	57.8642	36.9244
ATF2	19.3126	30.253
THADA	14.0037	6.3321
AAK1	6.666	7.9474
TRAK2	19.9289	39.9474
C2orf42	7.2197	7.484
TIA1	33.9835	23.2751
PCYOX1	58.9572	250.3913
KISS1R	1.1652	0.0259
EPAS1	56.465	303.8097
ARID3A	6.7062	3.0637
SUMO1	174.0196	99.4004
CD207	0.1337	1.3913
GRIN3B	0.0608	0.1055
VAX2	1.4927	0.8581
ATP6V1B1	0.1127	0.391
NFE2L2	54.8048	53.4093
MSH6	34.7468	10.6129
PLEKHA3	3.4774	4.4868
SPR	116.2171	57.3657
EPHA4	12.2261	6.9251
PARD3B	3.8564	13.6197
FARSB	28.9217	13.6956
ALMS1	9.1357	5.7325
BCL9	42.1797	7.9895
PRRX1	25.5829	71.7445
DHCR24	225.3962	149.36
DNAJC16	4.9062	8.3223
MARK1	2.5316	4.1468
TNR	0.0623	0.0101
MORN1	0.8582	0.5725
GPX7	39.6332	9.8711
CACYBP	44.2252	31.6425
SCP2	34.1825	82.7582
TPSG1	0.2783	0.3448
PAPPA2	0.1324	2.487
RALGPS2	11.6937	5.5442
ANGPTL1	0.5686	32.7826
CEP104	8.6021	8.8177
FAM20B	39.332	45.6595
TCEANC2	2.2184	4.4734
TMEM59	65.9509	85.4931
LRRC42	71.5228	17.8555
WRAP73	7.9738	4.1716
NPHS2	0	0
MRPL37	154.5405	58.954
ICMT	51.3485	72.033
RPL22	48.0557	92.6599
CHD5	0.2719	0.0386
QSOX1	147.045	27.1062
STXBP3	18.4609	17.5294
PHF13	27.709	24.0887
ERRFI1	135.478	31.2586
PARK7	193.1285	198.9983
OPRD1	0.331	0.1482
AMPD2	22.631	5.3203
SRSF4	27.1574	25.0348
MECR	18.4244	16.2704
KCNC4	2.2353	1.4904
EDEM3	14.7791	22.412
WDR77	27.7258	14.0202
RAP1A	31.604	48.4314
HDAC1	87.5119	34.0065
CAPZA1	144.2183	83.9632
S100PBP	7.3947	6.3091
RNF19B	47.4316	20.1785
SCAMP3	151.7497	49.2226
TRIM62	10.4911	2.9383
ASH1L	28.5514	30.128
DLGAP3	3.1848	0.0642
SFPQ	124.8964	58.1646
RHOU	17.1897	29.7482
GON4L	21.4266	8.0703
ARHGEF2	56.261	28.4097
LAMTOR2	254.2033	46.351
MEF2D	39.4072	26.5297
DOCK7	21.5137	6.1644
SRM	99.738	45.5994
FBXO2	6.089	5.3351
FBXO6	15.9608	14.5394
C1orf21	13.242	23.9671
SWT1	3.9372	6.1691
MAD2L2	28.8805	8.6564
DNAJC6	7.0634	1.0509
LEPR	1.6676	27.3277
IVNS1ABP	65.5871	24.3523
KIAA2013	66.1976	36.8862
MFN2	23.997	40.838
PRG4	0.2372	26.0266
MIIP	19.9511	11.3196
SMG7	45.09	26.0281
NCF2	9.3692	16.3681
PDC	0.2249	0.0325
SLC35D1	8.8866	8.7964
PLA2G4A	14.3846	24.3473
GADD45A	28.5375	27.6473
PRAMEF1	0	0
PRAMEF12	0	0
WLS	39.5336	62.8805
PRDM2	7.2721	13.71
RGS2	67.4113	18.3396
RPE65	0.0192	0.0831
AMPD1	0.0324	0.9547
UCHL5	16.7491	12.5501
BCAS2	73.585	62.7721
SRSF11	45.3963	41.3337
CTH	3.1004	6.1659
AGMAT	1.6121	0.5592
OLFML3	35.445	115.3434
TNNI3K	0.0211	0.0457
CFHR3	0.0234	0.3859
PLEKHM2	37.681	36.5181
CRYZ	14.7304	21.5869
PHTF1	5.0591	4.0674
ZBTB17	14.4391	7.6231
CD58	20.6685	16.1774
TFAP2E	2.8769	0.4761
CD2	0.8545	4.8165
TTF2	7.0633	4.4683
NR5A2	1.2634	3.4475
KIF21B	1.7556	1.0138
TMEM9	103.8903	30.4397
MAP7D1	99.4121	78.7398
WARS2	13.6659	14.3364
HAO2	0.1063	0.0922
OSCP1	5.4226	10.4448
MRPS15	90.8852	61.3596
EXOC8	7.7974	9.0017
GNPAT	53.3992	56.498
TSNAX	10.1786	13.0223
C1orf109	14.2124	10.7929
RRAGC	17.6818	35.3697
NID1	70.0046	126.7247
LGALS8	6.6074	14.0481
NT5C1A	0.0901	0.0782
HPCAL4	0.3146	0.0455
MTR	11.4432	15.8237
BMP8B	8.8811	1.058
MYCL	12.7227	0.5128
SIPA1L2	27.6198	8.0042
ZP4	0	0
RLF	21.9613	11.5463
KMO	5.1859	0.3202
ZNF684	3.3628	3.0697
KCNQ4	9.2931	1.6687
RIMS3	13.6234	4.3335
AKT3	18.4251	15.7918
ETV3	53.5555	21.1797
ACADM	20.9784	68.3459
ST6GALNAC5	19.2285	1.6996
SLAMF1	0.0351	0.4567
CD48	0.552	1.3829
ADGRL2	12.4645	9.235
PADI2	105.7532	10.3197
SDHB	79.0725	87.4133
MFAP2	48.0555	6.8446
RPF1	39.9816	27.0007
KDM5B	20.0491	5.9467
UAP1	140.2499	75.2583
ACTL8	9.1457	0
CTBS	1.324	2.7269
RGS4	4.7057	0.5215
KLHL12	24.393	29.985
IGSF21	1.1187	1.7119
SSX2IP	11.8984	1.7029
ZNHIT6	20.962	10.3028
PLA2G2D	0.1117	0.6778
RBBP5	16.949	18.6478
GBP3	20.2889	10.181
GBP1	31.2487	16.7132
KIF17	0.6028	2.8362
GPR89A	2.1893	1.1982
CDK18	14.0993	2.439
RAB29	26.3408	26.5666
CD160	0.2262	0.3051
ECE1	206.0812	114.6857
HMGCL	9.362	21.2655
GALE	18.3812	3.5775
ID3	81.2467	73.0022
CR2	0.0613	0.1683
CD46	34.2068	88.3811
PRPF3	53.2168	16.938
APH1A	398.114	84.4452
P3H1	33.0079	10.4751
SLC2A1	403.5232	7.0131
EBNA1BP2	83.5933	20.3284
CDC20	172.5506	1.871
MPL	0.1774	1.3188
ARTN	36.6751	0.1628
IPO13	51.1939	15.9017
ATP6V0B	145.8965	31.0993
B4GALT2	56.5973	20.3852
ERI3	94.3981	29.2863
PTCH2	0.4958	1.5494
AKR1A1	103.1959	56.218
PRDX1	681.8635	146.6057
PIK3R3	40.7689	24.9659
TSPAN1	5.5369	5.7875
BLZF1	16.5491	18.7462
CCDC181	0.2141	0.2294
SLC19A2	13.3428	12.4533
FAAH	21.0095	9.9436
NSUN4	10.7828	7.5828
TMED5	15.5953	25.9962
MROH9	0.0781	0
DR1	16.003	15.5769
CNN3	374.1165	200.0828
PRRC2C	52.4829	31.0818
F3	40.6113	76.1183
ABCD3	32.2707	19.3199
VAMP4	5.644	16.688
DPH5	16.2118	16.6521
FASLG	0.1106	0.5993
PTBP2	2.9296	2.4551
TNFSF4	5.3257	1.7578
PRDX6	270.5489	728.76
DARS2	11.78	10.1097
HSD11B1	1.518	21.9494
IRF6	65.5535	18.4531
SERPINC1	0.5377	0.1963
RCAN3	18.2512	4.7221
SYF2	29.2919	44.7256
RSRP1	7.3027	13.958
SLC35A3	4.2521	4.2166
RCOR3	9.0055	15.424
STMN1	110.9487	15.0995
MTFR1L	8.1251	19.108
MAN1C1	0.6689	12.0421
NEK2	41.609	0.6711
RPS6KA1	51.5404	5.2505
DHDDS	32.9907	67.4036
NENF	139.4228	89.3453
NSL1	2.0977	5.0299
PROX1	6.6892	2.0192
ARID1A	25.5597	14.5371
CENPF	44.8558	1.7051
RPA2	80.3967	54.6488
PPP1R8	50.3562	35.4453
STX12	40.7984	88.963
MTARC2	4.0347	55.3318
SLC5A9	0.3191	0.3721
OSBPL9	24.6975	23.3467
TXNDC12	5.209	3.1576
ESYT2	137.0751	89.001
RCN2	17.4717	12.2933
CHRNB4	0.1301	0.026
MUC5B	25.9672	0.3048
CTSD	360.9333	75.3127
COLEC11	0.2155	0.9345
STAG1	12.011	16.1866
A4GNT	0.0841	0.4621
STK11	11.2068	9.5073
KMT2A	4.5702	7.9943
TREH	0.0314	1.727
IFT46	10.8704	19.4384
MMP8	0.3339	0.0378
APOA1	0.0455	0.0395
ZNF541	1.0826	1.2363
SLC8A2	2.1866	0.0575
KPTN	15.5466	3.7029
RPS25	507.6691	981.89
KIF14	7.1347	0.2492
TNNT2	0.4621	0.0413
DDX59	13.8711	9.7527
CAMSAP2	23.7576	23.4456
ATF6	32.3267	24.7323
CRYGD	0	0.0674
MREG	11.7812	9.1462
TNP1	0	0
FASTKD2	8.5792	12.5875
NRP2	13.2386	10.6647
CREB1	12.2065	14.0272
KLF7	11.5499	13.4731
TTR	0	0.0199
B4GALT6	1.4199	7.4616
C1orf54	10.4505	13.7984
CA14	3.8602	0.3676
ATP10B	0.15	0.0536
SPCS2	22.4061	25.3032
USP35	2.8009	2.7523
ELOVL4	2.7158	1.6515
FILIP1	0.4898	2.7417
CASP8AP2	5.4813	7.5417
HMGN3	108.5002	125.8389
UBE3D	1.7692	0.9327
CNR1	0.6044	4.2813
SPACA1	0	0
ANKRD13C	11.4733	12.5105
SGIP1	1.2174	0.5977
PHF3	6.4545	18.2021
ZC2HC1B	0	0
ADGB	0	0.0056
PLAGL1	1.6912	17.5693
FBXO30	4.6637	6.2674
TNFAIP3	16.7509	7.655
AKAP7	2.5963	8.1677
RAB32	82.1751	51.6792
MYB	12.365	4.1853
ALDH8A1	0.5237	0.8024
SGK1	9.4777	6.6558
RNF146	19.5642	42.4468
ARG1	0.045	0.1365
TCF21	0.0136	0.1176
PMFBP1	0.3034	0.0619
FBXL5	28.7421	157.1808
MED28	8.7767	13.3806
SLC16A7	0.8557	47.8698
ZNF430	2.6587	3.4332
VAMP8	552.6955	81.2203
DCLRE1B	12.6415	5.761
MYL12B	745.1861	404.6834
FOXO3	25.5266	36.7703
ARMC2	1.1377	1.6986
GHRH	0	0
RPN2	791.2108	191.7464
TGIF2	60.7837	9.3116
CASQ2	0.2599	11.1875
OLFM3	0.0454	0
PKD2	10.735	40.1243
ABCG2	0.3385	3.7461
SPP1	779.0639	20.805
STBD1	1.8091	8.1857
CCNI	198.3488	338.4249
RARRES1	310.5119	20.0672
MFSD1	36.6459	41.5804
RAB3GAP2	15.5817	16.0811
EEF2KMT	4.9657	3.2987
PPL	28.9884	73.1624
UBN1	24.245	22.0274
KLF12	5.7327	4.7179
UCHL3	1.8858	0.7268
PCDH17	6.2904	1.5262
HS1BP3	11.6269	4.1686
LDAH	13.6979	8.9213
WDR35	7.5926	8.3689
CCND2	7.127	22.0733
FGF23	0.0212	0
ELL2	13.8076	31.0944
DNAH7	0.0374	0.1642
CYP20A1	2.979	8.5854
NDUFB3	143.3972	96.7767
GTF3C3	14.7644	12.7505
SATB2	0.5646	2.4324
UBE2B	29.4858	58.6917
TRPM6	0.6893	0.7295
GDA	0.0947	0.0164
KLF9	9.9984	82.6587
TJP2	0.2488	0.6273
ITGB1BP1	25.6707	72.4509
CPSF3	51.8175	26.0483
PIGZ	3.9785	12.0282
SENP5	19.6248	11.9075
CCDC92	12.7364	21.5846
C1orf198	108.7721	32.0264
TRIM67	0.0428	0.0046
HEATR1	35.7819	11.881
PTBP3	48.399	21.0251
RAD23B	134.6731	149.8896
FKBP15	11.9383	12.4737
CTNNAL1	20.843	58.477
SET	203.9196	121.0821
GLE1	24.2365	25.1622
RAB14	70.9978	82.0587
CNTRL	3.1947	5.5727
TRIM32	14.2143	13.5295
FBXW2	11.6778	25.1696
PHF19	6.8706	11.982
NEK6	48.4659	26.0025
BSPRY	67.3875	5.9567
PPP6C	33.4545	81.4157
NDUFA8	121.8216	126.3631
HDHD3	29.5105	23.0632
RBM18	13.7126	20.6436
SLC46A2	0.0607	0.2457
HSDL2	13.3527	182.8373
MAPKAP1	29.0594	30.2903
NR4A3	0.6164	0.6168
INVS	4.4291	8.8164
GALNT12	1.0559	7.2434
DENND1A	9.55	5.7377
ALG2	27.0644	23.849
CSF3R	0.7991	1.6221
KDSR	15.8565	31.3104
VPS4B	33.2674	42.868
ONECUT2	0.1538	0.0314
C19orf25	9.0301	5.1481
ZBTB45	17.3289	8.6078
YLPM1	13.9313	16.0039
DCAF4	12.0502	6.0339
PROX2	0.0103	0.3048
VSX2	0	0.1147
FCF1	23.0505	26.8985
PGF	15.6632	1.8712
IFI27L2	21.6151	23.7143
NEK9	7.4354	31.2627
ACYP1	5.7284	4.5117
IFT43	8.5453	7.234
NPC2	129.3919	111.9739
DNAL1	2.7408	6.0442
IRF2BPL	30.7804	33.101
ACOT2	10.1334	66.1784
LTBP2	62.24	119.4358
AREL1	16.7047	10.0746
MLH3	5.3907	5.938
TTLL5	5.1697	3.9576
FLVCR2	4.7456	2.0797
ABCD4	4.4348	11.8624
DLST	48.2058	99.9148
PPP4R4	0	0.2436
TGFB3	15.7625	14.2159
ZC2HC1C	0.2227	0.4209
SLIRP	37.9667	20.0311
RBM25	26.6994	22.5982
ALDH6A1	4.6147	75.6595
GPR68	7.569	2.7775
ESRRB	0.1094	0.1094
EIF2B2	10.9318	7.506
NRDE2	1.4028	2.1842
COQ6	1.4851	2.3751
ZNF410	0.1075	0.0999
RHOQ	25.6234	77.3981
GPR75	2.3589	0.9712
SUPT7L	22.8155	18.7918
KLHL29	3.1305	4.6389
DNMT3A	27.2645	4.2552
TMEM214	117.3643	59.8047
ATAD2B	6.6236	3.5519
FKBP1B	0.8926	1.1611
ATL2	122.9263	25.2987
YPEL5	68.6809	117.602
FAM98A	58.3752	24.1899
YIPF4	12.5849	16.7222
AFTPH	30.6882	22.4336
LGALSL	27.8338	14.357
CNRIP1	4.0501	37.6593
BCL11A	3.8367	0.2295
CRIPT	8.8114	7.7162
EPCAM	399.7377	18.1802
SLC17A5	25.0419	26.3186
OGFRL1	34.6429	25.091
IDE	6.7196	6.0897
TECTB	0	0.088
ELOVL3	0.9979	21.5109
IFIT3	55.5595	39.9434
NKX2-3	0.0956	0
IFIT2	19.4609	17.4075
GPAM	7.2587	604.7047
CUTC	15.0911	37.9329
PPP1R3C	4.3789	12.8053
PYROXD2	6.9195	12.3034
CNNM1	0.6322	0.6326
MXI1	30.6451	28.7655
SMNDC1	22.2516	15.2771
C10orf88	10.73	6.3156
HELLS	2.4186	0.5542
PRLHR	0	0
TCTN3	31.38	36.664
AVPI1	21.5548	63.2831
WDR11	13.682	15.9627
KCNIP2	0.661	267.512
CFAP58	0.343	0.471
GOT1	35.6101	24.3121
CPN1	0	0
C10orf95	0	0
SFRP5	0	0.1609
GNA13	100.0157	32.4973
HOXB8	0.3113	4.9317
KANSL1	5.1844	5.8289
HOXB5	0.9045	3.074
CRHR1	0	0
HOXB3	2.8909	6.0006
HOXB1	0	0.0174
DUSP1	104.1779	109.7742
PANK3	16.6832	17.3235
MSX2	0.673	3.2102
TEK	3.1366	35.3881
RCL1	10.883	17.13
CAAP1	9.6159	11.0364
EQTN	0.1767	0.0919
MOB3B	11.8572	13.6188
INSL6	0.0575	0.0749
INSL4	0	0.0443
MLANA	0.2332	0.4622
CD274	0.8745	1.7906
IFNA6	0	0
IFNA8	0	0
GRIA2	0	0.2613
NUP43	17.6101	17.758
MTHFD1L	25.3608	6.2811
LRP11	0.7618	1.0627
CCDC170	0.2756	12.5617
PCMT1	48.0102	50.4654
PLEKHG1	16.4848	6.759
MYCT1	7.6737	36.6717
MAGEB4	0.1824	0.0396
CYSTM1	50.164	84.7208
WDR55	10.4666	6.1451
ARAP3	10.4059	12.9074
PCDHB8	0.7258	0.771
PCDHB10	7.7834	3.2173
PCDHB14	8.9394	4.4183
PCDHB12	1.2876	2.6464
SLC25A2	0	0.0306
TNN	1.0094	7.5948
MRPS14	24.3129	35.029
CENPL	10.834	2.0957
TNFSF18	0.1491	0.1939
SEC16B	0.0609	0.0938
GORAB	9.6216	4.7129
GPR31	0	0.1108
ACAT2	26.0537	11.2477
TCP1	160.364	79.8392
TTLL2	0.1433	0.0565
SNX19	15.2125	22.522
KCNJ5	0.512	3.7462
MSANTD2	3.5105	4.8289
TP53AIP1	0.3621	0.942
TEX11	0.0893	0.0387
ARR3	0.2886	0.3504
PDZD11	85.7289	50.2737
SLC10A7	2.5295	3.8565
NUDCD1	18.1135	3.9661
ENY2	42.2904	15.6009
MASTL	31.7253	4.3083
KIAA1217	56.4699	23.2981
LYZL1	0	0
PLXDC2	26.5775	40.556
EPC1	9.5803	6.3911
IQSEC3	0.2924	3.2738
CCDC77	10.5975	4.4122
TAF12	22.7593	22.1808
ENOX1	2.4618	7.1859
TNFSF11	0.5475	0.0317
MTRF1	3.6373	3.3908
SOHLH2	0.0297	0.0386
DNAJC15	3.4481	17.8389
PROSER1	21.0842	10.6269
UFM1	39.6931	44.4639
WBP4	10.9695	24.3162
ELF1	35.8739	34.4224
SMAD9	1.7191	4.7986
HSPH1	51.816	18.2389
KBTBD7	6.121	9.1179
ALG5	22.7671	33.921
EXOSC8	14.6638	11.4269
ETF1	72.1541	91.7454
TGFBI	256.8928	56.81
FAM53C	13.53	11.4509
SIL1	22.6078	19.8231
PAIP2	69.4395	42.5841
MYOT	0.0177	0.1225
KDM3B	25.4864	38.7619
EGR1	54.3489	50.8554
SERP1	127.2188	63.7849
PLS1	6.1803	1.3501
ZFP30	6.1649	3.6278
NR2C1	5.4503	8.8831
UTP20	14.1826	8.6409
TMPO	26.85	12.5714
ARL1	39.8657	54.0623
GLT8D2	6.1931	24.6836
MTERF2	3.2266	7.9537
SOCS2	1.7487	13.5679
NFYB	15.9901	21.9304
APAF1	4.9452	5.3424
DUSP4	2.0032	42.5969
CLU	73.9499	476.2289
TNFRSF10B	22.6172	15.2953
SORBS3	19.9598	40.1962
PTK2B	4.9768	9.353
CHRNA2	0	0.0171
ADRA1A	0.0444	4.4622
PPP3CC	5.4215	11.9106
PDLIM2	5.5663	2.2878
EPHX2	4.9478	27.4813
RNF170	5.6529	12.1554
NPPB	0	0
UBIAD1	5.4503	8.9854
TARDBP	38.1183	31.0867
TNFRSF8	0.5236	2.7809
PRAMEF2	0	0
ZNF706	37.2342	24.4644
LYPLA1	47.4718	22.9066
CRISPLD1	16.3834	9.0093
COPS5	14.7845	11.1135
RDH10	30.1937	29.609
EPX	0.0367	0.2864
AKAP1	34.5997	53.6732
COIL	18.3755	13.5234
TRIM25	20.3079	19.6603
SCPEP1	100.0774	99.5676
SPOP	13.2523	30.194
TBX2	5.7426	4.6101
SLC35B1	20.7601	9.9626
TBX4	0.0749	0.5414
TEX14	0.3186	0.1625
FAM117A	6.8672	15.6338
NCAPH	26.2475	0.5752
LRAT	5.1981	0.2814
MND1	0.1651	0
TRIM6	3.0587	3.7331
ABCC11	0.0707	1.6043
ADCY7	6.9546	3.7203
CEP89	22.9779	4.8129
TSHZ3	4.6219	5.325
ECHDC2	9.8049	18.0375
TAS2R8	0	0
PLBD1	34.0759	44.2529
TAS2R10	0.0958	0.6644
PRB2	0	0
PYROXD1	7.245	4.0298
IAPP	0	0
KCNJ8	13.7704	26.3475
TAS2R7	0	0
BCL2L14	0.8492	0.1777
TAS2R9	0	0
PSPC1	24.6732	11.5965
ZNF549	3.2586	2.1497
A1BG	0.0624	0.0216
ZSCAN18	8.148	7.0342
ZNF211	12.1949	5.4632
PDZRN3	8.347	35.6077
RGSL1	0.022	0
LHX4	0.41	0.4124
RNF2	18.8928	12.2075
TRMT1L	6.3867	18.3326
SEC22A	9.6524	6.3101
CSTA	16.6196	40.0382
DPPA4	0.0399	0
POPDC2	5.0618	3.6058
B4GALT4	10.5032	4.8049
NAA50	109.7496	57.5443
CD80	0.6833	0.1481
KIF18A	5.9097	0.3544
GJA8	0.1434	0
DESI2	97.5264	26.0439
MAPK8IP1	3.1095	7.1992
CRY2	9.1824	58.525
PEX16	14.1307	12.9707
DEPDC7	1.9422	0.7181
CAT	23.3654	458.926
PILRB	1.2465	1.5464
ZMYM2	14.9708	17.3229
GJB6	1.8768	0
GJA3	0.0478	0.0083
TBC1D15	9.6855	22.1
ADGRB2	3.2745	3.7099
HCRTR1	0.0195	0.2537
ZCCHC17	72.3366	27.8625
FABP3	9.1011	11.4827
KHDRBS1	147.9825	107.074
TMEM39B	21.9668	10.5107
CCRL2	0.9509	2.6763
CCR2	0.2624	1.8747
POLR3GL	8.4582	43.6036
GHSR	0.0162	0
TNFSF10	59.045	128.5374
ZNF639	11.8025	10.4255
SLITRK3	0.0095	0.0985
PIK3CA	4.9085	11.9771
PDS5A	29.956	27.162
TMEM156	0.2727	0.8613
LIAS	1.0184	4.385
CPXM2	8.0556	78.7594
